,Unnamed: 0,VendorID,pickup_date,pickup_time,drop_date,drop_time,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type ,pickup_time_hour,drop_time_hour,pickup_location
968,59014,2,1/1/16,21:54,1/1/16,22:02,N,1,-73.95469666,40.79998016,-73.93618774,40.79472351,1,1.18,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,2,1.0,21,22,Manhattan
969,20095,2,1/1/16,3:08,1/1/16,3:17,N,5,-73.92388916,40.80766678,-73.90091705,40.82501221,1,1.9,10.0,0.0,0.0,0.0,0.0,,0.0,10.0,2,2.0,3,3,Bronx
970,41275,2,1/1/16,13:40,1/1/16,13:40,N,5,-73.93430328,40.84627151,-73.93431091,40.84626389,1,0.0,60.0,0.0,0.0,1.0,0.0,,0.0,61.0,1,2.0,13,13,Manhattan
971,18666,1,1/1/16,2:43,1/1/16,3:16,N,1,-73.93154907,40.70375061,-73.98184204,40.75147247,1,7.2,26.5,0.5,0.5,4.2,0.0,,0.3,32.0,1,1.0,2,3,Brooklyn
972,7708,2,1/1/16,1:16,1/1/16,1:25,N,1,-73.94955444,40.68032074,-73.95343018,40.65768814,1,1.94,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,2,1.0,1,1,Brooklyn
973,35814,2,1/1/16,7:52,1/1/16,8:08,N,1,-73.93257141,40.7077446,-73.96376801,40.71042252,1,5.2,17.5,0.0,0.5,0.0,0.0,,0.3,18.3,2,1.0,7,8,Brooklyn
974,870,2,1/1/16,0:36,1/1/16,0:49,N,1,-73.94972229,40.78775024,-73.94264984,40.82188416,1,3.31,13.0,0.5,0.5,1.0,0.0,,0.3,15.3,1,1.0,0,0,Manhattan
975,39132,2,1/1/16,11:39,1/1/16,11:45,N,1,-73.94094086,40.81937027,-73.95087433,40.8057518,1,1.09,6.5,0.0,0.5,1.46,0.0,,0.3,8.76,1,1.0,11,11,Manhattan
976,46958,2,1/1/16,16:46,1/1/16,17:01,N,1,-73.96694946,40.69347763,-73.9493103,40.66320419,1,2.71,12.0,0.0,0.5,2.56,0.0,,0.3,15.36,1,1.0,16,17,Brooklyn
977,3473,2,1/1/16,0:08,1/1/16,0:18,N,1,-73.97679138,40.68281555,-73.99416351,40.69475555,1,1.39,8.0,0.5,0.5,2.0,0.0,,0.3,11.3,1,1.0,0,0,Brooklyn
978,62857,2,1/1/16,23:31,1/1/16,23:35,N,1,-73.90369415,40.7456665,-73.89936829,40.7423172,1,0.5,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0,23,23,Queens
979,40158,2,1/1/16,12:35,1/1/16,12:41,N,1,-73.95251465,40.78948212,-73.93475342,40.7974472,1,1.37,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,2,1.0,12,12,Manhattan
980,21661,2,1/1/16,3:30,1/1/16,3:40,N,1,-73.92990875,40.75640106,-73.8964386,40.74665451,1,2.09,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,2,1.0,3,3,Queens
981,10314,2,1/1/16,1:36,1/1/16,1:56,N,1,-73.88442993,40.73790741,-73.80136871,40.69208145,2,6.15,20.5,0.5,0.5,4.36,0.0,,0.3,26.16,1,1.0,1,1,Queens
982,4415,2,1/1/16,0:25,1/1/16,0:31,N,1,-73.94552612,40.81297302,-73.94454193,40.8247757,1,1.42,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,2,1.0,0,0,Manhattan
983,33833,2,1/1/16,6:35,1/1/16,6:44,N,1,-73.95912933,40.69419098,-73.94061279,40.718647,1,2.93,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,2,1.0,6,6,Brooklyn
984,2297,2,1/1/16,0:51,1/1/16,1:06,N,1,-73.97245789,40.68745422,-73.98970795,40.72079849,3,3.39,13.5,0.5,0.5,1.48,0.0,,0.3,16.28,1,1.0,0,1,Brooklyn
985,25276,1,1/1/16,3:00,1/1/16,3:17,N,1,-73.93481445,40.71454239,-73.92422485,40.69181824,1,2.4,12.5,0.5,0.5,4.1,0.0,,0.3,17.9,1,1.0,3,3,Brooklyn
986,16847,2,1/1/16,2:27,1/1/16,2:55,N,1,-73.93186951,40.74450684,-73.99848175,40.74048615,1,5.8,22.5,0.5,0.5,0.0,0.0,,0.3,23.8,2,1.0,2,2,Queens
987,41239,2,1/1/16,13:20,1/1/16,13:38,N,1,-73.90357208,40.74581909,-73.93395996,40.77308655,1,4.28,16.0,0.0,0.5,0.0,0.0,,0.3,16.8,1,1.0,13,13,Queens
988,57289,1,1/1/16,20:16,1/1/16,20:18,N,1,-73.98226929,40.66602325,-73.97870636,40.67033768,1,0.3,3.5,0.5,0.5,0.0,0.0,,0.3,4.8,2,1.0,20,20,Brooklyn
989,16191,2,1/1/16,2:44,1/1/16,2:48,N,1,-73.86979675,40.74923706,-73.8804245,40.74817657,2,0.54,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,2,1.0,2,2,Queens
990,51785,2,1/1/16,18:34,1/1/16,19:06,N,5,-73.85179138,40.83483124,-73.97689819,40.69436646,1,15.84,65.0,0.0,0.0,0.0,5.54,,0.0,70.54,2,2.0,18,19,Bronx
991,40736,1,1/1/16,12:25,1/1/16,12:50,N,1,-73.96308136,40.71172333,-73.97815704,40.77469635,1,6.4,22.5,0.0,0.5,4.0,0.0,,0.3,27.3,1,1.0,12,12,Brooklyn
992,8270,2,1/1/16,1:03,1/1/16,1:34,N,1,-73.8344574,40.71747208,-73.95258331,40.78327942,2,14.3,41.0,0.5,0.5,5.74,5.54,,0.3,53.58,1,1.0,1,1,Queens
993,39995,2,1/1/16,12:11,1/1/16,12:29,N,1,-73.90298462,40.74571991,-73.97665405,40.75751877,1,4.45,16.5,0.0,0.5,0.0,0.0,,0.3,17.3,2,1.0,12,12,Queens
994,62180,2,1/1/16,23:02,1/1/16,23:09,N,1,-73.95689392,40.6703949,-73.9477005,40.6542511,1,1.47,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,2,1.0,23,23,Brooklyn
995,19801,2,1/1/16,3:05,1/1/16,3:10,N,1,-73.95589447,40.80404663,-73.96134949,40.81481934,1,1.42,6.5,0.5,0.5,1.56,0.0,,0.3,9.36,1,1.0,3,3,Manhattan
996,40327,2,1/1/16,12:43,1/1/16,12:54,N,1,-73.99564362,40.69573593,-73.95584869,40.71938705,5,4.1,14.0,0.0,0.5,0.0,0.0,,0.3,14.8,2,1.0,12,12,Brooklyn
997,40317,2,1/1/16,12:46,1/1/16,12:54,N,1,-73.94467163,40.68014526,-73.93738556,40.67621994,1,1.05,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,2,1.0,12,12,Brooklyn
998,22629,2,1/1/16,3:25,1/1/16,3:53,N,1,-73.88307953,40.7477684,-73.78577423,40.69623947,5,11.69,35.0,0.5,0.5,0.0,0.0,,0.3,36.3,2,1.0,3,3,Queens
999,41574,2,1/1/16,13:43,1/1/16,13:59,N,1,-73.99073792,40.70058823,-73.95804596,40.71751404,6,4.22,16.0,0.0,0.5,0.0,0.0,,0.3,16.8,2,1.0,13,13,Kings County
1000,46745,2,1/1/16,16:49,1/1/16,16:52,N,1,-73.92463684,40.76160049,-73.92359161,40.75459671,1,0.66,4.5,0.0,0.5,1.32,0.0,,0.3,6.62,1,1.0,16,16,Queens
